Title,url,create_time
"Love Bewitched, A (El Amor Brujo) (1986)",https://www.imdb.com/title/tt0090636/?ref_=fn_al_tt_1,2023-03-13 17:06:08.453793
Sullivan's Travels (1942),https://www.imdb.com/title/tt0034240/?ref_=fn_al_tt_1,2023-03-13 17:06:10.725045
Mike's Murder (1984),https://www.imdb.com/title/tt0087722/?ref_=fn_al_tt_1,2023-03-13 17:06:25.750842
"Fistful of Dollars, A (1964)",https://www.imdb.com/title/tt0058461/?ref_=fn_al_tt_1,2023-03-13 17:06:27.945643
Penitentiary (1979),https://www.imdb.com/title/tt0079709/?ref_=fn_al_tt_1,2023-03-13 17:06:42.865903
Penitentiary II (1982),https://www.imdb.com/title/tt0084485/?ref_=fn_al_tt_1,2023-03-13 17:06:45.066713
Sparrows (1926),https://www.imdb.com/title/tt0017423/?ref_=fn_al_tt_1,2023-03-13 17:06:47.259424
Naturally Native (1998),https://www.imdb.com/title/tt0133117/?ref_=fn_al_tt_1,2023-03-13 17:06:49.452331
Beefcake (1999),https://www.imdb.com/title/tt0187712/?ref_=fn_al_tt_1,2023-03-13 17:06:51.659268
Joe the King (1999),https://www.imdb.com/title/tt0160672/?ref_=fn_al_tt_1,2023-03-13 17:06:53.845239
"Man and a Woman, A (Un Homme et une Femme) (1966)",https://www.imdb.com/title/tt0061138/?ref_=fn_al_tt_1,2023-03-13 17:06:56.083019
Men Cry Bullets (1997),https://www.imdb.com/title/tt0148462/?ref_=fn_al_tt_1,2023-03-13 17:07:11.000925
"Brother, Can You Spare a Dime? (1975)",https://www.imdb.com/title/tt0072742/?ref_=fn_al_tt_1,2023-03-13 17:07:13.226322
Robocop (1987),https://www.imdb.com/title/tt0093870/?ref_=fn_al_tt_1,2023-03-13 17:07:15.408501
Robocop 2 (1990),https://www.imdb.com/title/tt0100502/?ref_=fn_al_tt_1,2023-03-13 17:07:17.614803
Who Framed Roger Rabbit? (1988),https://www.imdb.com/title/tt0096438/?ref_=fn_al_tt_1,2023-03-13 17:07:19.860373
"City, The (1998)",https://www.imdb.com/title/tt0159206/?ref_=fn_al_tt_1,2023-03-13 17:07:22.026622
Dreaming of Joseph Lees (1998),https://www.imdb.com/title/tt0144178/?ref_=fn_al_tt_1,2023-03-13 17:07:24.232694
Man of the Century (1999),https://www.imdb.com/title/tt0138537/?ref_=fn_al_tt_1,2023-03-13 17:07:26.423731
"Princess Mononoke, The (Mononoke Hime) (1997)",https://www.imdb.com/title/tt0119698/?ref_=fn_al_tt_1,2023-03-13 17:07:28.665645
"Suburbans, The (1999)",https://www.imdb.com/title/tt0157075/?ref_=fn_al_tt_1,2023-03-13 17:07:30.868450
Train of Life (Train De Vie) (1998),https://www.imdb.com/title/tt0170705/?ref_=fn_al_tt_1,2023-03-13 17:07:45.859435
Portraits Chinois (1996),https://www.imdb.com/title/tt0117365/?ref_=fn_al_tt_1,2023-03-13 17:07:48.063449
Battling Butler (1926),https://www.imdb.com/title/tt0016630/?ref_=fn_al_tt_1,2023-03-13 17:07:50.258454
"General, The (1927)",https://www.imdb.com/title/tt5503754/?ref_=fn_al_tt_1,2023-03-13 17:07:52.460191
My Best Girl (1927),https://www.imdb.com/title/tt1046163/?ref_=fn_al_tt_1,2023-03-13 17:07:54.700569
Rough Night in Jericho (1967),https://www.imdb.com/title/tt0062218/?ref_=fn_al_tt_1,2023-03-13 17:07:56.923857
Slaughterhouse (1987),https://www.imdb.com/title/tt0093990/?ref_=fn_al_tt_1,2023-03-13 17:07:59.133562
Slaughterhouse 2 (1988),https://www.imdb.com/title/tt6905696/?ref_=fn_al_tt_1,2023-03-13 17:08:01.344785
Yojimbo (1961),https://www.imdb.com/title/tt0055630/?ref_=fn_al_tt_1,2023-03-13 17:08:03.527473
Quest for Fire (1981),https://www.imdb.com/title/tt0082484/?ref_=fn_al_tt_1,2023-03-13 17:08:05.730659
Meatballs III (1987),https://www.imdb.com/title/tt0093516/?ref_=fn_al_tt_1,2023-03-13 17:08:07.956081
Experience Preferred... But Not Essential (1982),https://www.imdb.com/title/tt0083911/?ref_=fn_al_tt_1,2023-03-13 17:08:10.263169
How I Won the War (1967),https://www.imdb.com/title/tt0061789/?ref_=fn_al_tt_1,2023-03-13 17:08:12.475267
Light It Up (1999),https://www.imdb.com/title/tt0172726/?ref_=fn_al_tt_1,2023-03-13 17:08:14.674414
"Messenger: The Story of Joan of Arc, The (1999)",https://www.imdb.com/title/tt0151137/?ref_=fn_al_tt_1,2023-03-13 17:08:16.915154
Pokémon: The First Movie (1998),https://www.imdb.com/title/tt0190641/?ref_=fn_al_tt_1,2023-03-13 17:08:19.133264
Where's Marlowe? (1999),https://www.imdb.com/title/tt0118150/?ref_=fn_al_tt_1,2023-03-13 17:08:21.341816
"Ape, The (1940)",https://www.imdb.com/title/tt0032215/?ref_=fn_al_tt_1,2023-03-13 17:08:23.532890
British Intelligence (1940),https://www.imdb.com/title/tt0032283/?ref_=fn_al_tt_1,2023-03-13 17:08:25.872829
Ten Benny (1997),https://www.imdb.com/title/tt0114008/?ref_=fn_al_tt_1,2023-03-13 17:08:28.068358
Women on the Verge of a Nervous Breakdown (1988),https://www.imdb.com/title/tt0095675/?ref_=fn_al_tt_1,2023-03-13 17:08:30.305853
"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",https://www.imdb.com/title/tt0068528/?ref_=fn_al_tt_1,2023-03-13 17:08:32.579202
"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",https://www.imdb.com/title/tt0086856/?ref_=fn_al_tt_1,2023-03-13 17:08:34.864027
Stand and Deliver (1987),https://www.imdb.com/title/tt0094027/?ref_=fn_al_tt_1,2023-03-13 17:08:37.066391
Home Page (1999),https://www.imdb.com/title/tt0144969/?ref_=fn_al_tt_1,2023-03-13 17:09:04.835054
"Bicycle Thief, The (Ladri di biciclette) (1948)",https://www.imdb.com/title/tt0040522/?ref_=fn_al_tt_1,2023-03-13 17:09:32.646351
Chushingura (1962),https://www.imdb.com/title/tt0055850/?ref_=fn_al_tt_1,2023-03-13 17:09:34.833273
Country (1984),https://www.imdb.com/title/tt0087091/?ref_=fn_al_tt_1,2023-03-13 17:09:37.041540
'Night Mother (1986),https://www.imdb.com/title/tt0090556/?ref_=fn_al_tt_1,2023-03-13 17:09:39.282144
Miss Julie (1999),https://www.imdb.com/title/tt0189744/?ref_=fn_al_tt_1,2023-03-13 17:09:41.477982
Tumbleweeds (1999),https://www.imdb.com/title/tt0161023/?ref_=fn_al_tt_1,2023-03-13 17:09:43.695990
Bay of Blood (Reazione a catena) (1971),https://www.imdb.com/title/tt0067656/?ref_=fn_al_tt_1,2023-03-13 17:09:45.954312
"Hitch-Hiker, The (1953)",https://www.imdb.com/title/tt0045877/?ref_=fn_al_tt_1,2023-03-13 17:09:48.192746
Santa Fe Trail (1940),https://www.imdb.com/title/tt0033021/?ref_=fn_al_tt_1,2023-03-13 17:09:50.409747
Spring Fever USA (a.k.a. Lauderdale) (1989),https://www.imdb.com/title/tt0097717/?ref_=fn_al_tt_1,2023-03-13 17:09:52.711953
Agnes Browne (1999),https://www.imdb.com/title/tt0160509/?ref_=fn_al_tt_1,2023-03-13 17:09:54.928900
"End of the Affair, The (1955)",https://www.imdb.com/title/tt0048034/?ref_=fn_al_tt_1,2023-03-13 17:09:57.183423
"Map of the World, A (1999)",https://www.imdb.com/title/tt0160513/?ref_=fn_al_tt_1,2023-03-13 17:09:59.435455
Broadway Damage (1997),https://www.imdb.com/title/tt0118780/?ref_=fn_al_tt_1,2023-03-13 17:10:01.904305
Daddy Long Legs (1919),https://www.imdb.com/title/tt0010040/?ref_=fn_al_tt_1,2023-03-13 17:10:04.152321
Go West (1925),https://www.imdb.com/title/tt0015863/?ref_=fn_al_tt_1,2023-03-13 17:10:06.409111
"Grand Illusion (Grande illusion, La) (1937)",https://www.imdb.com/title/tt0028950/?ref_=fn_al_tt_1,2023-03-13 17:10:08.717176
"James Dean Story, The (1957)",https://www.imdb.com/title/tt0050558/?ref_=fn_al_tt_1,2023-03-13 17:10:10.981438
"Sea Wolves, The (1980)",https://www.imdb.com/title/tt0081470/?ref_=fn_al_tt_1,2023-03-13 17:10:13.239423
Tarzan the Fearless (1933),https://www.imdb.com/title/tt0024645/?ref_=fn_al_tt_1,2023-03-13 17:10:15.503190
"Three Ages, The (1923)",https://www.imdb.com/title/tt25885334/?ref_=fn_al_tt_1,2023-03-13 17:10:17.781064
"Glass Bottom Boat, The (1966)",https://www.imdb.com/title/tt0060463/?ref_=fn_al_tt_1,2023-03-13 17:10:20.064891
Diamonds (1999),https://www.imdb.com/title/tt0167423/?ref_=fn_al_tt_1,2023-03-13 17:10:22.280826
"Bat Whispers, The (1930)",https://www.imdb.com/title/tt0020668/?ref_=fn_al_tt_1,2023-03-13 17:10:24.618513
Blood on the Sun (1945),https://www.imdb.com/title/tt0037547/?ref_=fn_al_tt_1,2023-03-13 17:10:26.839550
"Alley Cats, The (1968)",https://www.imdb.com/title/tt0073972/?ref_=fn_al_tt_1,2023-03-13 17:10:41.949211
Brenda Starr (1989),https://www.imdb.com/title/tt0096978/?ref_=fn_al_tt_1,2023-03-13 17:10:44.168431
"Falcon and the Snowman, The (1984)",https://www.imdb.com/title/tt9208876/?ref_=fn_al_tt_1,2023-03-13 17:10:46.425173
Hi-Yo Silver (1940),https://www.imdb.com/title/tt0032590/?ref_=fn_al_tt_1,2023-03-13 17:10:48.649698
Ulysses (Ulisse) (1954),https://www.imdb.com/title/tt0047630/?ref_=fn_al_tt_1,2023-03-13 17:10:50.983904
Next Friday (1999),https://www.imdb.com/title/tt0195945/?ref_=fn_al_tt_1,2023-03-13 17:10:53.197619
Montana (1998),https://www.imdb.com/title/tt0119699/?ref_=fn_al_tt_1,2023-03-13 17:10:57.652603
Trans (1998),https://www.imdb.com/title/tt0169333/?ref_=fn_al_tt_1,2023-03-13 17:10:59.867902
"Life and Times of Hank Greenberg, The (1998)",https://www.imdb.com/title/tt0208261/?ref_=fn_al_tt_1,2023-03-13 17:11:02.152308
My Dog Skip (1999),https://www.imdb.com/title/tt0156812/?ref_=fn_al_tt_1,2023-03-13 17:11:04.400318
"Quarry, The (1998)",https://www.imdb.com/title/tt0169156/?ref_=fn_al_tt_1,2023-03-13 17:11:06.649445
Creature (1999),https://www.imdb.com/title/tt0198385/?ref_=fn_al_tt_1,2023-03-13 17:11:21.640660
Tess of the Storm Country (1922),https://www.imdb.com/title/tt0013662/?ref_=fn_al_tt_1,2023-03-13 17:11:23.969901
Pal Joey (1957),https://www.imdb.com/title/tt0050815/?ref_=fn_al_tt_1,2023-03-13 17:11:26.185830
Black Sunday (La Maschera Del Demonio) (1960),https://www.imdb.com/title/tt0054067/?ref_=fn_al_tt_1,2023-03-13 17:11:41.300821
"Snows of Kilimanjaro, The (1952)",https://www.imdb.com/title/tt0045162/?ref_=fn_al_tt_1,2023-03-13 17:11:43.551416
"Loves of Carmen, The (1948)",https://www.imdb.com/title/tt0040552/?ref_=fn_al_tt_1,2023-03-13 17:11:45.833563
"Cry in the Dark, A (1988)",https://www.imdb.com/title/tt0094924/?ref_=fn_al_tt_1,2023-03-13 17:11:48.075702
Born to Win (1971),https://www.imdb.com/title/tt5692968/?ref_=fn_al_tt_1,2023-03-13 17:11:50.330334
Voyage of the Damned (1976),https://www.imdb.com/title/tt0075406/?ref_=fn_al_tt_1,2023-03-13 17:11:52.598078
Poison (1991),https://www.imdb.com/title/tt0102687/?ref_=fn_al_tt_1,2023-03-13 17:12:07.604570
Night Tide (1961),https://www.imdb.com/title/tt0055230/?ref_=fn_al_tt_1,2023-03-13 17:12:09.837692
Carmen (1984),https://www.imdb.com/title/tt0087034/?ref_=fn_al_tt_1,2023-03-13 17:12:12.048738
Woman in the Dunes (Suna no onna) (1964),https://www.imdb.com/title/tt20887320/?ref_=fn_al_tt_1,2023-03-13 17:12:14.333547
Hellhounds on My Trail (1999),https://www.imdb.com/title/tt0197544/?ref_=fn_al_tt_1,2023-03-13 17:12:16.638414
Wirey Spindell (1999),https://www.imdb.com/title/tt0153866/?ref_=fn_al_tt_1,2023-03-13 17:12:31.699033
Another Man's Poison (1952),https://www.imdb.com/title/tt0044364/?ref_=fn_al_tt_1,2023-03-13 17:12:33.951647
"Saphead, The (1920)",https://www.imdb.com/title/tt0011652/?ref_=fn_al_tt_1,2023-03-13 17:12:36.232556
Seven Chances (1925),https://www.imdb.com/title/tt0016332/?ref_=fn_al_tt_1,2023-03-13 17:12:38.466568
Smashing Time (1967),https://www.imdb.com/title/tt0062281/?ref_=fn_al_tt_1,2023-03-13 17:12:40.725320
Train Ride to Hollywood (1978),https://www.imdb.com/title/tt0078412/?ref_=fn_al_tt_1,2023-03-13 17:12:43.013123
