MovieID,Title,Genres,new_title
483,King of the Hill (1993),Drama,1993 Hill King of
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,1976 Ai In Realm Senses corrida no of
498,Mr. Jones (1993),Drama|Romance,1993 Jones Mr.
503,"New Age, The (1994)",Drama,1994 Age New
506,Orlando (1993),Drama,1993 Orlando
512,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,'s 1994 A. Heinlein Masters Puppet Robert
519,Robocop 3 (1993),Sci-Fi|Thriller,1993 3 Robocop
525,"Saint of Fort Washington, The (1993)",Drama,1993 Fort Saint Washington of
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,1992 Les Nights Nuits Savage fauves
530,Second Best (1994),Drama,1994 Best Second
545,Harlem (1993),Drama,1993 Harlem
549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,1993 About Films Glenn Gould Short Thirty-Two
554,Trial by Jury (1994),Thriller,1994 Jury Trial by
557,Mamma Roma (1962),Drama,1962 Mamma Roma
559,"Paris, France (1993)",Comedy,1993 France Paris
560,"Beans of Egypt, Maine, The (1994)",Drama,1994 Beans Egypt Maine of
561,Killer (Bulletproof Heart) (1994),Thriller,1994 Bulletproof Heart Killer
565,Cronos (1992),Horror,1992 Cronos
566,Naked in New York (1994),Comedy|Romance,1994 Naked New York in
570,"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama,1993 Kådisbellan Slingshot
571,"Wedding Gift, The (1994)",Drama,1994 Gift Wedding
572,Foreign Student (1994),Drama,1994 Foreign Student
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,! 1993 Ciao Io Professore cavo che la me speriamo
576,Fausto (1993),Comedy,1993 Fausto
578,"Hour of the Pig, The (1993)",Drama|Mystery,1993 Hour Pig of
579,"Scorta, La (1993)",Thriller,1993 La Scorta
582,Metisse (Café au Lait) (1993),Comedy,1993 Café Lait Metisse au
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,1994 Caro Dear Diario Diary
584,I Don't Want to Talk About It (De eso no se habla) (1993),Drama,1993 About De Do I It Talk Want eso habla n't no se to
591,Tough and Deadly (1995),Action|Drama|Thriller,1995 Deadly Tough and
598,Window to Paris (1994),Comedy,1994 Paris Window to
601,"Wooden Man's Bride, The (Wu Kui) (1994)",Drama,'s 1994 Bride Kui Man Wooden Wu
603,"Bye Bye, Love (1995)",Comedy,1995 Bye Bye Love
604,Criminals (1996),Documentary,1996 Criminals
607,Century (1993),Drama,1993 Century
614,Loaded (1994),Drama|Thriller,1994 Loaded
615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,1973 Bread Chocolate Pane and cioccolata e
616,"Aristocats, The (1970)",Animation|Children's,1970 Aristocats
617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama,1995 Flor Flower La Mi My Secret Secreto de of
618,Two Much (1996),Comedy|Romance,1996 Much Two
620,Scream of Stone (Schrei aus Stein) (1991),Drama,1991 Schrei Scream Stein Stone aus of
621,My Favorite Season (1993),Drama,1993 Favorite My Season
623,"Modern Affair, A (1995)",Romance,1995 A Affair Modern
624,Condition Red (1995),Action|Drama|Thriller,1995 Condition Red
625,Asfour Stah (1990),Drama,1990 Asfour Stah
629,Rude (1995),Drama,1995 Rude
630,Carried Away (1996),Drama|Romance,1996 Away Carried
632,Land and Freedom (Tierra y libertad) (1995),War,1995 Freedom Land Tierra and libertad y
638,Jack and Sarah (1995),Romance,1995 Jack Sarah and
641,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,1994 Big City Indian Little Un dans indien la ville
642,Roula (1995),Drama,1995 Roula
643,Peanuts - Die Bank zahlt alles (1996),Comedy,- 1996 Bank Die Peanuts alles zahlt
644,Happy Weekend (1996),Comedy,1996 Happy Weekend
649,Cold Fever (Á köldum klaka) (1994),Comedy|Drama,1994 Cold Fever klaka köldum Á
651,"Superweib, Das (1996)",Comedy,1996 Das Superweib
652,"301, 302 (1995)",Mystery,1995 301 302
653,Dragonheart (1996),Action|Adventure|Fantasy,1996 Dragonheart
654,Und keiner weint mir nach (1996),Drama|Romance,1996 Und keiner mir nach weint
655,Mutters Courage (1995),Comedy,1995 Courage Mutters
657,Yankee Zulu (1994),Comedy|Drama,1994 Yankee Zulu
658,Billy's Holiday (1995),Drama,'s 1995 Billy Holiday
659,Purple Noon (1960),Crime|Thriller,1960 Noon Purple
660,August (1996),Drama,1996 August
664,Faithful (1996),Comedy,1996 Faithful
666,All Things Fair (1996),Drama,1996 All Fair Things
667,Bloodsport 2 (1995),Action,1995 2 Bloodsport
670,"World of Apu, The (Apur Sansar) (1959)",Drama,1959 Apu Apur Sansar World of
672,Tarantella (1995),Drama,1995 Tarantella
675,Hostile Intentions (1994),Action|Drama|Thriller,1994 Hostile Intentions
676,They Bite (1996),Drama,1996 Bite They
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,1993 Blade Call Folks It Sling Some a
680,Alphaville (1965),Sci-Fi,1965 Alphaville
681,Clean Slate (Coup de Torchon) (1981),Crime,1981 Clean Coup Slate Torchon de
682,Tigrero: A Film That Was Never Made (1994),Documentary|Drama,1994 : A Film Made Never That Tigrero Was
683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",Documentary,1993 Eye L Oeil Vichy Vichy de of
684,Windows (1980),Drama,1980 Windows
685,It's My Party (1995),Drama,'s 1995 It My Party
687,Country Life (1994),Drama|Romance,1994 Country Life
690,"Promise, The (Versprechen, Das) (1994)",Romance,1994 Das Promise Versprechen
693,Under the Domin Tree (Etz Hadomim Tafus) (1994),Drama,1994 Domin Etz Hadomim Tafus Tree Under
696,Butterfly Kiss (1995),Thriller,1995 Butterfly Kiss
698,Delta of Venus (1994),Drama,1994 Delta Venus of
699,To Cross the Rubicon (1991),Drama,1991 Cross Rubicon To
701,Daens (1992),Drama,1992 Daens
702,Faces (1968),Drama,1968 Faces
705,Cosi (1996),Comedy,1996 Cosi
712,Captives (1994),Drama,1994 Captives
713,Of Love and Shadows (1994),Drama,1994 Love Of Shadows and
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama,1995 Horseman Hussard Le Roof le on sur toit
716,Switchblade Sisters (1975),Crime,1975 Sisters Switchblade
717,Mouth to Mouth (Boca a boca) (1995),Comedy,1995 Boca Mouth Mouth a boca to
718,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi,1993 Les Visiteurs Visitors
721,Halfmoon (Paul Bowles - Halbmond) (1995),Drama,- 1995 Bowles Halbmond Halfmoon Paul
723,Two Friends (1986),Drama,1986 Friends Two
727,War Stories (1995),Documentary,1995 Stories War
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama,1995 Benjamenta Call Dream Human Institute Life People This or
730,"Low Life, The (1994)",Drama,1994 Life Low
732,Original Gangstas (1996),Crime,1996 Gangstas Original
734,Getting Away With Murder (1996),Comedy,1996 Away Getting Murder With
735,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror,1994 Cemetery Dellamore Dellamorte Man
738,"Garcu, Le (1995)",Drama,1995 Garcu Le
739,Honigmond (1996),Comedy,1996 Honigmond
741,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,1995 Ghost Kokaku Shell in kidotai
744,Brothers in Trouble (1995),Drama,1995 Brothers Trouble in
746,Force of Evil (1948),Film-Noir,1948 Evil Force of
749,"Man from Down Under, The (1943)",Drama,1943 Down Man Under from
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,1963 : Bomb Dr. How I Learned Love Stop Strangelove Worrying and or to
751,Careful (1992),Comedy,1992 Careful
752,Vermont Is For Lovers (1992),Comedy|Romance,1992 For Is Lovers Vermont
753,"Month by the Lake, A (1995)",Comedy|Drama,1995 A Lake Month by
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's,1995 : Bear Diggers Gold Mountain Secret of
755,Kim (1950),Children's|Drama,1950 Kim
756,Carmen Miranda: Bananas Is My Business (1994),Documentary,1994 : Bananas Business Carmen Is Miranda My
757,Ashes of Time (1994),Drama,1994 Ashes Time of
758,"Jar, The (Khomreh) (1992)",Drama,1992 Jar Khomreh
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Drama,. 1996 Fling High Kings Last Summer a.k.a of
767,"Grass Harp, The (1995)",Drama,1995 Grass Harp
768,Someone Else's America (1995),Drama,'s 1995 America Else Someone
769,Marlene Dietrich: Shadow and Light (1996),Documentary,1996 : Dietrich Light Marlene Shadow and
770,Costa Brava (1946),Drama,1946 Brava Costa
771,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama,1987 La Life Rosey Vie belle est is
772,Quartier Mozart (1992),Comedy,1992 Mozart Quartier
773,Touki Bouki (Journey of the Hyena) (1973),Drama,1973 Bouki Hyena Journey Touki of
774,Wend Kuuni (God's Gift) (1982),Drama,'s 1982 Gift God Kuuni Wend
775,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror,1968 Dead Delirio Passi Spirits Tre nel of
776,Babyfever (1994),Comedy|Drama,1994 Babyfever
777,Pharaoh's Army (1995),War,'s 1995 Army Pharaoh
780,Independence Day (ID4) (1996),Action|Sci-Fi|War,1996 Day ID4 Independence
787,"Gate of Heavenly Peace, The (1995)",Documentary,1995 Gate Heavenly Peace of
789,"I, Worst of All (Yo, la peor de todas) (1990)",Drama,1990 All I Worst Yo de la of peor todas
790,An Unforgettable Summer (1994),Drama,1994 An Summer Unforgettable
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary,1995 : His Klezmer Kozlowski Last Leopold Life Music and
792,"Hungarian Fairy Tale, A (1987)",Fantasy,1987 A Fairy Hungarian Tale
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,1993 Antonin Artaud Artaud En Life My Times With and compagnie d'Antonin
794,Midnight Dancers (Sibak) (1994),Comedy|Drama,1994 Dancers Midnight Sibak
796,"Very Natural Thing, A (1974)",Drama,1974 A Natural Thing Very
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",Comedy,1991 La Lady Old Sea Vieille Walked Who dans in la marchait mer qui
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,1995 Les Paris Paris Rendez-vous Rendezvous de in
811,"Bewegte Mann, Der (1994)",Comedy,1994 Bewegte Der Mann
812,Magic Hunter (1994),Drama,1994 Hunter Magic
814,"Boy Called Hate, A (1995)",Drama,1995 A Boy Called Hate
815,Power 98 (1995),Action|Mystery|Thriller,1995 98 Power
816,Two Deaths (1995),Drama,1995 Deaths Two
819,Stefano Quantestorie (1993),Comedy|Drama,1993 Quantestorie Stefano
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,1956 Death Garden La Mort ce en in jardin
821,"Crude Oasis, The (1995)",Romance,1995 Crude Oasis
822,Hedd Wyn (1992),Drama,1992 Hedd Wyn
823,"Collectionneuse, La (1967)",Drama,1967 Collectionneuse La
825,Echte Kerle (1996),Comedy|Romance,1996 Echte Kerle
826,Diebinnen (1995),Drama,1995 Diebinnen
827,"Convent, The (Convento, O) (1995)",Drama,1995 Convent Convento O
831,Stonewall (1995),Drama,1995 Stonewall
834,Phat Beach (1996),Comedy,1996 Beach Phat
841,Eyes Without a Face (1959),Horror,1959 Eyes Face Without a
842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,1996 : Blood Bordello Crypt Presents Tales from of
843,Lotto Land (1995),Drama,1995 Land Lotto
844,"Story of Xinghua, The (1993)",Drama,1993 Story Xinghua of
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,1994 Cold Day Sun Tianguo Turned niezi
846,Flirt (1995),Drama,1995 Flirt
847,"Big Squeeze, The (1996)",Comedy|Drama,1996 Big Squeeze
850,Cyclo (1995),Crime|Drama,1995 Cyclo
853,Dingo (1992),Drama,1992 Dingo
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,1958 Ballad Bushiko Narayama Narayama of
855,Every Other Weekend (1990),Drama,1990 Every Other Weekend
856,Mille bolle blu (1993),Comedy,1993 Mille blu bolle
857,Crows and Sparrows (1949),Drama,1949 Crows Sparrows and
859,"Hippie Revolution, The (1996)",Documentary,1996 Hippie Revolution
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,1994 Bewegte Der Mann Maybe Maybe Not
861,Supercop (1992),Action|Thriller,1992 Supercop
862,Manny & Lo (1996),Drama,& 1996 Lo Manny
863,Celestial Clockwork (1994),Comedy,1994 Celestial Clockwork
864,"Wife, The (1995)",Comedy|Drama,1995 Wife
865,Small Faces (1995),Drama,1995 Faces Small
868,Death in Brunswick (1991),Comedy,1991 Brunswick Death in
871,Lover's Knot (1996),Comedy,'s 1996 Knot Lover
872,Aiqing wansui (1994),Drama,1994 Aiqing wansui
873,Shadow of Angels (Schatten der Engel) (1976),Drama,1976 Angels Engel Schatten Shadow der of
874,Killer: A Journal of Murder (1995),Crime|Drama,1995 : A Journal Killer Murder of
876,Police Story 4: Project S (Chao ji ji hua) (1993),Action,1993 4 : Chao Police Project S Story hua ji ji
877,Girls Town (1996),Drama,1996 Girls Town
878,Bye-Bye (1995),Drama,1995 Bye-Bye
884,Sweet Nothing (1995),Drama,1995 Nothing Sweet
887,Talk of Angels (1998),Drama,1998 Angels Talk of
889,1-900 (1994),Romance,1-900 1994
890,Baton Rouge (1988),Thriller,1988 Baton Rouge
892,Twelfth Night (1996),Comedy|Drama|Romance,1996 Night Twelfth
894,Liebelei (1933),Romance,1933 Liebelei
895,Venice/Venice (1992),Drama,1992 Venice/Venice
896,Wild Reeds (1994),Drama,1994 Reeds Wild
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,. . 1950 Blvd Boulevard Sunset Sunset a.k.a
925,Golden Earrings (1947),Adventure|Romance,1947 Earrings Golden
939,"Reluctant Debutante, The (1958)",Comedy|Drama,1958 Debutante Reluctant
957,"Scarlet Letter, The (1926)",Drama,1926 Letter Scarlet
958,Lady of Burlesque (1943),Comedy|Mystery,1943 Burlesque Lady of
960,Angel on My Shoulder (1946),Crime|Drama,1946 Angel My Shoulder on
962,They Made Me a Criminal (1939),Crime|Drama,1939 Criminal Made Me They a
964,Angel and the Badman (1947),Western,1947 Angel Badman and
966,"Walk in the Sun, A (1945)",Drama,1945 A Sun Walk in
967,"Outlaw, The (1943)",Western,1943 Outlaw
970,Beat the Devil (1954),Comedy|Drama,1954 Beat Devil
972,"Last Time I Saw Paris, The (1954)",Drama,1954 I Last Paris Saw Time
974,Algiers (1938),Drama|Romance,1938 Algiers
975,Something to Sing About (1937),Comedy|Musical,1937 About Sing Something to
977,Moonlight Murder (1936),Mystery,1936 Moonlight Murder
978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,1930 Angel Blaue Blue Der Engel
980,In the Line of Duty 2 (1987),Action,1987 2 Duty In Line of
983,Madagascar Skin (1995),Romance,1995 Madagascar Skin
984,"Pompatus of Love, The (1996)",Comedy|Drama,1996 Love Pompatus of
985,Small Wonders (1996),Documentary,1996 Small Wonders
989,Schlafes Bruder (Brother of Sleep) (1995),Drama,1995 Brother Bruder Schlafes Sleep of
992,"Rich Man's Wife, The (1996)",Thriller,'s 1996 Man Rich Wife
997,Caught (1996),Drama|Thriller,1996 Caught
1000,Curdled (1996),Crime,1996 Curdled
1001,"Associate, The (L'Associe)(1982)",Comedy,1982 Associate L'Associe
1002,Ed's Next Move (1996),Comedy,'s 1996 Ed Move Next
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,1955 Crockett Davy Frontier King Wild of
1010,"Love Bug, The (1969)",Children's|Comedy,1969 Bug Love
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,1945 Caballeros Three
1026,So Dear to My Heart (1949),Children's|Drama,1949 Dear Heart My So to
1038,Unhook the Stars (1996),Drama,1996 Stars Unhook
1039,Synthetic Pleasures (1995),Documentary,1995 Pleasures Synthetic
1044,Surviving Picasso (1996),Drama,1996 Picasso Surviving
1045,Love Is All There Is (1996),Comedy|Drama,1996 All Is Is Love There
1052,"Proprietor, The (1996)",Drama,1996 Proprietor
1058,Bitter Sugar (Azucar Amargo) (1996),Drama,1996 Amargo Azucar Bitter Sugar
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,'s 1996 Juliet Romeo Shakespeare William and
1062,"Sunchaser, The (1996)",Drama,1996 Sunchaser
1063,Johns (1996),Drama,1996 Johns
1065,"Woman in Question, The (1950)",Mystery,1950 Question Woman in
1066,Shall We Dance? (1937),Comedy|Musical|Romance,1937 ? Dance Shall We
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,1937 A Damsel Distress in
1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,1944 Murder My Sweet
1070,Macao (1952),Adventure,1952 Macao
1071,For the Moment (1994),Romance|War,1994 For Moment
1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1971 Chocolate Factory Willy Wonka and
1075,"Sexual Life of the Belgians, The (1994)",Comedy,1994 Belgians Life Sexual of
1080,Monty Python's Life of Brian (1979),Comedy,'s 1979 Brian Life Monty Python of
1081,Victor/Victoria (1982),Comedy|Musical,1982 Victor/Victoria
1087,Madame Butterfly (1995),Musical,1995 Butterfly Madame
1098,"Search for One-eye Jimmy, The (1996)",Comedy,1996 Jimmy One-eye Search for
1102,American Strays (1996),Action,1996 American Strays
1105,Children of the Corn IV: The Gathering (1996),Horror,1996 : Children Corn Gathering IV of
1106,"Leopard Son, The (1996)",Documentary,1996 Leopard Son
1108,Prerokbe Ognja (1995),Documentary,1995 Ognja Prerokbe
1109,Charm's Incidents (1996),Drama,'s 1996 Charm Incidents
1110,Bird of Prey (1996),Action,1996 Bird Prey of
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,1996 : Le Microcosmos Microcosmos de l'herbe peuple
1112,Palookaville (1996),Action|Drama,1996 Palookaville
1113,"Associate, The (1996)",Comedy,1996 Associate
1115,Sleepover (1995),Comedy|Drama,1995 Sleepover
1116,"Single Girl, A (La Fille Seule) (1995)",Drama,1995 A Fille Girl La Seule Single
1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,1996 Day Eighth Huitième Le jour
1118,Tashunga (1995),Adventure|Western,1995 Tashunga
1119,Drunks (1997),Drama,1997 Drunks
